video_name,video_path,label
05_16__outside_talking_pan_laughing__053HPS1G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__outside_talking_pan_laughing__053HPS1G.mp4,0
05_16__podium_speech_happy__053HPS1G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__podium_speech_happy__053HPS1G.mp4,0
05_16__podium_speech_happy__BY646B4R.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__podium_speech_happy__BY646B4R.mp4,0
05_16__podium_speech_happy__SYY41YGX.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__podium_speech_happy__SYY41YGX.mp4,0
05_16__talking_against_wall__U9WZI5LK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__talking_against_wall__U9WZI5LK.mp4,0
05_16__walking_down_street_outside_angry__94435UY3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walking_down_street_outside_angry__94435UY3.mp4,0
05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,0
05_16__walking_outside_cafe_disgusted__053HPS1G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walking_outside_cafe_disgusted__053HPS1G.mp4,0
05_16__walking_outside_cafe_disgusted__94435UY3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walking_outside_cafe_disgusted__94435UY3.mp4,0
05_16__walking_outside_cafe_disgusted__O56DDU3S.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walking_outside_cafe_disgusted__O56DDU3S.mp4,0
05_16__walk_down_hall_angry__4MEM6YNQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walk_down_hall_angry__4MEM6YNQ.mp4,0
05_16__walk_down_hall_angry__OSXCUOHX.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walk_down_hall_angry__OSXCUOHX.mp4,0
05_16__walk_down_hall_angry__U9WZI5LK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walk_down_hall_angry__U9WZI5LK.mp4,0
05_16__walk_down_hall_angry__V7BK27TX.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_16__walk_down_hall_angry__V7BK27TX.mp4,0
05_17__hugging_happy__C4VHXZFY.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__hugging_happy__C4VHXZFY.mp4,0
05_17__hugging_happy__YTJYYDO9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__hugging_happy__YTJYYDO9.mp4,0
05_17__kitchen_pan__M3H96PDQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__kitchen_pan__M3H96PDQ.mp4,0
05_17__talking_against_wall__M3H96PDQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__talking_against_wall__M3H96PDQ.mp4,0
05_17__talking_against_wall__YTJYYDO9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__talking_against_wall__YTJYYDO9.mp4,0
05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,0
05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,0
05_17__walk_down_hall_angry__YTJYYDO9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_17__walk_down_hall_angry__YTJYYDO9.mp4,0
05_28__exit_phone_room__U9LRLJ6N.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__exit_phone_room__U9LRLJ6N.mp4,0
05_28__hugging_happy__VR9127O1.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__hugging_happy__VR9127O1.mp4,0
05_28__kitchen_pan__V20UNLJ5.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__kitchen_pan__V20UNLJ5.mp4,0
05_28__kitchen_still__W3J028UG.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__kitchen_still__W3J028UG.mp4,0
05_28__podium_speech_happy__2DK5X0Y0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__podium_speech_happy__2DK5X0Y0.mp4,0
05_28__walking_down_street_outside_angry__U9LRLJ6N.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__walking_down_street_outside_angry__U9LRLJ6N.mp4,0
05_28__walking_down_street_outside_angry__V20UNLJ5.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__walking_down_street_outside_angry__V20UNLJ5.mp4,0
05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,0
05_28__walking_outside_cafe_disgusted__U9LRLJ6N.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/05_28__walking_outside_cafe_disgusted__U9LRLJ6N.mp4,0
06_02__exit_phone_room__3J3BHSHI.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__exit_phone_room__3J3BHSHI.mp4,0
06_02__exit_phone_room__J1W9R0NG.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__exit_phone_room__J1W9R0NG.mp4,0
06_02__exit_phone_room__SU4OQCS9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__exit_phone_room__SU4OQCS9.mp4,0
06_02__kitchen_pan__O9WOC1KJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__kitchen_pan__O9WOC1KJ.mp4,0
06_02__outside_talking_still_laughing__HZAXM70B.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__outside_talking_still_laughing__HZAXM70B.mp4,0
06_02__podium_speech_happy__N8OSN8P6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__podium_speech_happy__N8OSN8P6.mp4,0
06_02__talking_against_wall__GH8TGTBS.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__talking_against_wall__GH8TGTBS.mp4,0
06_02__talking_against_wall__MKZTXQ2T.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__talking_against_wall__MKZTXQ2T.mp4,0
06_02__talking_against_wall__SU4OQCS9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__talking_against_wall__SU4OQCS9.mp4,0
06_02__talking_angry_couch__J1W9R0NG.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__talking_angry_couch__J1W9R0NG.mp4,0
06_02__talking_angry_couch__U6MDWIHG.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__talking_angry_couch__U6MDWIHG.mp4,0
06_02__walking_and_outside_surprised__MKZTXQ2T.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_and_outside_surprised__MKZTXQ2T.mp4,0
06_02__walking_and_outside_surprised__O9WOC1KJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_and_outside_surprised__O9WOC1KJ.mp4,0
06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,0
06_02__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,0
06_02__walking_down_street_outside_angry__0M6JNS5D.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_down_street_outside_angry__0M6JNS5D.mp4,0
06_02__walking_down_street_outside_angry__37DH75GQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walking_down_street_outside_angry__37DH75GQ.mp4,0
06_02__walk_down_hall_angry__37DH75GQ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_02__walk_down_hall_angry__37DH75GQ.mp4,0
06_03__exit_phone_room__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__exit_phone_room__1IXGY2FK.mp4,0
06_03__hugging_happy__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__hugging_happy__1IXGY2FK.mp4,0
06_03__hugging_happy__4I8LRXWF.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__hugging_happy__4I8LRXWF.mp4,0
06_03__kitchen_pan__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__kitchen_pan__1IXGY2FK.mp4,0
06_03__kitchen_pan__2XWC5JED.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__kitchen_pan__2XWC5JED.mp4,0
06_03__kitchen_pan__KIWCEATU.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__kitchen_pan__KIWCEATU.mp4,0
06_03__kitchen_still__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__kitchen_still__1IXGY2FK.mp4,0
06_03__outside_talking_still_laughing__ZFRX9RKW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__outside_talking_still_laughing__ZFRX9RKW.mp4,0
06_03__podium_speech_happy__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__podium_speech_happy__1IXGY2FK.mp4,0
06_03__talking_against_wall__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__talking_against_wall__1IXGY2FK.mp4,0
06_03__talking_against_wall__4I8LRXWF.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__talking_against_wall__4I8LRXWF.mp4,0
06_03__talking_angry_couch__83ABVHC3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__talking_angry_couch__83ABVHC3.mp4,0
06_03__walking_down_indoor_hall_disgust__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__walking_down_indoor_hall_disgust__1IXGY2FK.mp4,0
06_03__walking_down_indoor_hall_disgust__KIWCEATU.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__walking_down_indoor_hall_disgust__KIWCEATU.mp4,0
06_03__walking_down_indoor_hall_disgust__OPTNKNYK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__walking_down_indoor_hall_disgust__OPTNKNYK.mp4,0
06_03__walking_down_street_outside_angry__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__walking_down_street_outside_angry__1IXGY2FK.mp4,0
06_03__walk_down_hall_angry__1IXGY2FK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_03__walk_down_hall_angry__1IXGY2FK.mp4,0
06_04__kitchen_still__ZK95PQDE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_04__kitchen_still__ZK95PQDE.mp4,0
06_04__outside_talking_still_laughing__ZK95PQDE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_04__outside_talking_still_laughing__ZK95PQDE.mp4,0
06_04__talking_against_wall__ZK95PQDE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_04__talking_against_wall__ZK95PQDE.mp4,0
06_04__walking_down_indoor_hall_disgust__ZK95PQDE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_04__walking_down_indoor_hall_disgust__ZK95PQDE.mp4,0
06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,0
06_07__exit_phone_room__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__exit_phone_room__NMGYPBXE.mp4,0
06_07__kitchen_pan__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__kitchen_pan__NMGYPBXE.mp4,0
06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,0
06_07__outside_talking_still_laughing__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__outside_talking_still_laughing__NMGYPBXE.mp4,0
06_07__podium_speech_happy__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__podium_speech_happy__NMGYPBXE.mp4,0
06_07__talking_against_wall__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__talking_against_wall__NMGYPBXE.mp4,0
06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,0
06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,0
06_11__exit_phone_room__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__exit_phone_room__C8C4FW99.mp4,0
06_11__hugging_happy__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__hugging_happy__C8C4FW99.mp4,0
06_11__kitchen_still__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__kitchen_still__C8C4FW99.mp4,0
06_11__outside_talking_pan_laughing__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__outside_talking_pan_laughing__C8C4FW99.mp4,0
06_11__outside_talking_pan_laughing__MX659QU8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__outside_talking_pan_laughing__MX659QU8.mp4,0
06_11__outside_talking_still_laughing__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__outside_talking_still_laughing__C8C4FW99.mp4,0
06_11__outside_talking_still_laughing__MX659QU8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__outside_talking_still_laughing__MX659QU8.mp4,0
06_11__talking_against_wall__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__talking_against_wall__C8C4FW99.mp4,0
06_11__walking_and_outside_surprised__C8C4FW99.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__walking_and_outside_surprised__C8C4FW99.mp4,0
06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,0
06_12__hugging_happy__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__hugging_happy__3K21NFNM.mp4,0
06_12__hugging_happy__F3I4PDYF.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__hugging_happy__F3I4PDYF.mp4,0
06_12__outside_talking_pan_laughing__0VR4Y891.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__outside_talking_pan_laughing__0VR4Y891.mp4,0
06_12__outside_talking_pan_laughing__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__outside_talking_pan_laughing__3K21NFNM.mp4,0
06_12__outside_talking_still_laughing__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__outside_talking_still_laughing__3K21NFNM.mp4,0
06_12__podium_speech_happy__0VR4Y891.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__podium_speech_happy__0VR4Y891.mp4,0
06_12__podium_speech_happy__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__podium_speech_happy__3K21NFNM.mp4,0
06_12__talking_against_wall__0VR4Y891.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__talking_against_wall__0VR4Y891.mp4,0
06_12__talking_against_wall__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__talking_against_wall__3K21NFNM.mp4,0
06_12__walking_and_outside_surprised__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__walking_and_outside_surprised__3K21NFNM.mp4,0
06_12__walking_down_indoor_hall_disgust__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__walking_down_indoor_hall_disgust__3K21NFNM.mp4,0
06_12__walking_down_street_outside_angry__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__walking_down_street_outside_angry__3K21NFNM.mp4,0
06_12__walk_down_hall_angry__3K21NFNM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_12__walk_down_hall_angry__3K21NFNM.mp4,0
06_14__hugging_happy__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__hugging_happy__8U9ULZDT.mp4,0
06_14__kitchen_still__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__kitchen_still__8U9ULZDT.mp4,0
06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,0
06_14__outside_talking_still_laughing__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__outside_talking_still_laughing__8U9ULZDT.mp4,0
06_14__podium_speech_happy__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__podium_speech_happy__8U9ULZDT.mp4,0
06_14__talking_angry_couch__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__talking_angry_couch__8U9ULZDT.mp4,0
06_14__walking_and_outside_surprised__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__walking_and_outside_surprised__8U9ULZDT.mp4,0
06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,0
06_15__exit_phone_room__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__exit_phone_room__QRCD27P8.mp4,0
06_15__hugging_happy__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__hugging_happy__QRCD27P8.mp4,0
06_15__kitchen_pan__E98QYYXO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__kitchen_pan__E98QYYXO.mp4,0
06_15__kitchen_pan__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__kitchen_pan__QRCD27P8.mp4,0
06_15__kitchen_still__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__kitchen_still__QRCD27P8.mp4,0
06_15__outside_talking_pan_laughing__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__outside_talking_pan_laughing__QRCD27P8.mp4,0
06_15__outside_talking_still_laughing__E98QYYXO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__outside_talking_still_laughing__E98QYYXO.mp4,0
06_15__outside_talking_still_laughing__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__outside_talking_still_laughing__QRCD27P8.mp4,0
06_15__podium_speech_happy__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__podium_speech_happy__QRCD27P8.mp4,0
06_15__talking_against_wall__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__talking_against_wall__QRCD27P8.mp4,0
06_15__walking_and_outside_surprised__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__walking_and_outside_surprised__QRCD27P8.mp4,0
06_15__walking_down_indoor_hall_disgust__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__walking_down_indoor_hall_disgust__QRCD27P8.mp4,0
06_15__walking_down_street_outside_angry__YDX3GHFS.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__walking_down_street_outside_angry__YDX3GHFS.mp4,0
06_15__walking_outside_cafe_disgusted__QRCD27P8.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_15__walking_outside_cafe_disgusted__QRCD27P8.mp4,0
06_18__exit_phone_room__H9445M6R.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__exit_phone_room__H9445M6R.mp4,0
06_18__exit_phone_room__XJ76YU5A.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__exit_phone_room__XJ76YU5A.mp4,0
06_18__kitchen_pan__5HNHMK6G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__kitchen_pan__5HNHMK6G.mp4,0
06_18__kitchen_pan__LH0KWJKM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__kitchen_pan__LH0KWJKM.mp4,0
06_18__kitchen_pan__XJ76YU5A.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__kitchen_pan__XJ76YU5A.mp4,0
06_18__kitchen_still__XJ76YU5A.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__kitchen_still__XJ76YU5A.mp4,0
06_18__outside_talking_pan_laughing__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__outside_talking_pan_laughing__DEA1TCLN.mp4,0
06_18__outside_talking_pan_laughing__MVXBDKGB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__outside_talking_pan_laughing__MVXBDKGB.mp4,0
06_18__outside_talking_pan_laughing__UIQG2RF4.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__outside_talking_pan_laughing__UIQG2RF4.mp4,0
06_18__outside_talking_still_laughing__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__outside_talking_still_laughing__DEA1TCLN.mp4,0
06_18__outside_talking_still_laughing__M36D0OJT.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__outside_talking_still_laughing__M36D0OJT.mp4,0
06_18__podium_speech_happy__5HNHMK6G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__podium_speech_happy__5HNHMK6G.mp4,0
06_18__podium_speech_happy__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__podium_speech_happy__DEA1TCLN.mp4,0
06_18__talking_against_wall__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__talking_against_wall__DEA1TCLN.mp4,0
06_18__talking_angry_couch__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__talking_angry_couch__DEA1TCLN.mp4,0
06_18__talking_angry_couch__H9445M6R.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__talking_angry_couch__H9445M6R.mp4,0
06_18__walking_and_outside_surprised__MVXBDKGB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_and_outside_surprised__MVXBDKGB.mp4,0
06_18__walking_down_indoor_hall_disgust__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_down_indoor_hall_disgust__DEA1TCLN.mp4,0
06_18__walking_down_street_outside_angry__MVXBDKGB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_down_street_outside_angry__MVXBDKGB.mp4,0
06_18__walking_outside_cafe_disgusted__DEA1TCLN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_outside_cafe_disgusted__DEA1TCLN.mp4,0
06_18__walking_outside_cafe_disgusted__OWJY9LQU.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_outside_cafe_disgusted__OWJY9LQU.mp4,0
06_18__walking_outside_cafe_disgusted__S7S2XGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walking_outside_cafe_disgusted__S7S2XGDP.mp4,0
06_18__walk_down_hall_angry__LH0KWJKM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walk_down_hall_angry__LH0KWJKM.mp4,0
06_18__walk_down_hall_angry__OWJY9LQU.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_18__walk_down_hall_angry__OWJY9LQU.mp4,0
06_20__hugging_happy__6SUW7063.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_20__hugging_happy__6SUW7063.mp4,0
06_20__kitchen_pan__6SUW7063.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_20__kitchen_pan__6SUW7063.mp4,0
06_20__outside_talking_pan_laughing__6SUW7063.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_20__outside_talking_pan_laughing__6SUW7063.mp4,0
06_20__podium_speech_happy__6SUW7063.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_20__podium_speech_happy__6SUW7063.mp4,0
06_20__walk_down_hall_angry__6SUW7063.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_20__walk_down_hall_angry__6SUW7063.mp4,0
06_21__walking_and_outside_surprised__058I9NIZ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_21__walking_and_outside_surprised__058I9NIZ.mp4,0
06_25__exit_phone_room__MI9BDQ7M.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_25__exit_phone_room__MI9BDQ7M.mp4,0
06_25__outside_talking_pan_laughing__3QQBVBYN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_25__outside_talking_pan_laughing__3QQBVBYN.mp4,0
06_25__outside_talking_pan_laughing__MI9BDQ7M.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_25__outside_talking_pan_laughing__MI9BDQ7M.mp4,0
06_25__outside_talking_still_laughing__3QQBVBYN.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/06_25__outside_talking_still_laughing__3QQBVBYN.mp4,0
